0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.0223596632499522,0.0176562522894542,0.0264751478403882,0.017656252289454,0.0223596632499523,0,0,0,0.217620278773716,0.243276372104123,0.160872585176665,0.165216806107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499522,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.0223596632499522,0.0176562522894542,0.0264751478403882,0.017656252289454,0.165216806107095,0,0,0,0.217620278773716,0.243276372104123,0.160872585176665,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.0223596632499522,0.0176562522894542,0.0527692097629677,0.130463038663648,0.165216806107095,0,0,0,0.217620278773716,0.243276372104123,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.0223596632499522,0.0176562522894542,0.195626352620111,0.130463038663648,0.165216806107095,0,0,0,0.217620278773716,0.10041922924698,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.0402168061070945,0.13046303866365,0.195626352620111,0.130463038663648,0.165216806107095,0,0,0,0.154451702065872,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.0294517020658713,0,0,0,0.165216806107095,0.13046303866365,0.195626352620111,0.130463038663648,0.165216806107095,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.0329238767234872,0.154451702065871,0,0,0,0.165216806107095,0.13046303866365,0.195626352620111,0.130463038663648,0.0402168061070949,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.100419229246981,0.217620278773715,0,0,0,0.165216806107095,0.13046303866365,0.195626352620111,0.0176562522894531,0.0223596632499523,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499523,0.02177173687989,0.243276372104124,0.217620278773715,0,0,0,0.165216806107095,0.13046303866365,0.0527692097629668,0.017656252289454,0.0223596632499523,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223596632499522,0.160872585176664,0.243276372104124,0.217620278773715,0,0,0,0.165216806107095,0.0176562522894542,0.0264751478403882,0.017656252289454,0.0223596632499523,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165216806107095,0.160872585176664,0.243276372104124,0.217620278773715,0,0,0,0.0223596632499522,0.0176562522894542,0.0264751478403882,0.017656252289454,0.0223596632499523,0,0,0,0.0294517020658715,0.032923876723487,0.02177173687989,0.0223596632499522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
