0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931235,0.116708136288723,0.0306303529931223,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404904,0.0170052946618655,0.383502243385584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931234,0.116708136288723,0.0832619319404907,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404905,0.0170052946618655,0.330870664438216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931235,0.166708136288723,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404905,0.0170052946618655,0.280870664438216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931235,0.216708136288723,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404905,0.0170052946618655,0.230870664438216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931235,0.266708136288723,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404905,0.0170052946618655,0.180870664438216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0306303529931235,0.317245606106957,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0832619319404904,0.0062558982971628,0.141082590984683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0215546928470118,0,0,0,0,0,0,0,0,0,0,0.0832619319404936,0.317245606106957,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0585917298840496,0,0,0.0306303529931223,0.0062558982971628,0.141082590984683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0215546928470121,0,0,0.0585917298840483,0,0,0,0,0,0,0,0,0,0,0.0832619319404936,0.317245606106957,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0585917298840491,0,0,0.0215546928470123,0,0,0.0306303529931223,0.0062558982971628,0.141082590984683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0306303529931226,0,0,0.0585917298840491,0,0,0.0585917298840483,0,0,0,0,0,0,0,0,0,0,0.0832619319404936,0.317245606106957,0.0832619319404904,0,0,0,0,0,0,0,0,0,0,0.0215546928470121,0,0,0.0215546928470123,0,0,0.0306303529931223,0.0062558982971628,0.141082590984683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141082590984682,0.00625589829716446,0.0832619319404913,0,0,0.0585917298840491,0,0,0.0585917298840483,0,0,0,0,0,0,0,0,0,0,0.0832619319404936,0.317245606106957,0.0306303529931223,0,0,0,0,0,0,0,0,0,0,0.0215546928470121,0,0,0.0215546928470123,0,0,0.0306303529931223,0.0062558982971628,0.141082590984683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
